"","SVM_LABEL","SVM_PROB","GLMNET_LABEL","GLMNET_PROB","MAXENTROPY_LABEL","MAXENTROPY_PROB","SLDA_LABEL","SLDA_PROB","LOGITBOOST_LABEL","LOGITBOOST_PROB","BAGGING_LABEL","BAGGING_PROB","FORESTS_LABEL","FORESTS_PROB","NNETWORK_LABEL","NNETWORK_PROB","TREE_LABEL","TREE_PROB","sentence"
"1","-1",0.624502358110868,"-1",0.620608420943009,"5",0.474336045883051,"-1",0.63096425007613,"-1",0.5,"-1",1,"-1",0.72,"-1",0.546034106489845,"-1",0.62573385518591,"| billie jean wiggins."
"2","-1",0.627391905616671,"-1",0.620608420943009,"-1",0.548787153986712,"-1",0.727524420388503,"-1",0.5,"-1",1,"-1",0.63,"-1",0.674003072322259,"-1",0.62573385518591,"february 22, 1926 june 11, 2015."
"3","-1",0.627870124970201,"-1",0.571489003336612,"-1",0.521330827984763,"-1",0.5898426601874,"-1",0.5,"-1",0.84,"-1",0.675,"-1",0.63590633788159,"-1",0.62573385518591,"billie jean wiggins, 89, of south bend, passed away thursday, june 11, 2015, at healthwin specialized care."
"4","-1",0.632663095370401,"-1",0.588492489216177,"-1",0.639684639219025,"-1",0.656630056064679,"-1",0.5,"-1",1,"-1",0.735,"-1",0.676868801507765,"-1",0.62573385518591,"billie was born february 22, 1926, in south bend, to the late kenneth earl and iva inis (beatty) scott."
"5","-1",0.637251640102205,"-1",0.739609944764885,"-1",0.861814012521049,"-1",0.791829208396555,"-1",0.5,"-1",1,"-1",0.93,"-1",0.676868801507765,"-1",0.62573385518591,"she was also preceded in death by a sister, eleanor jane wise, and brother, david earl scott."
"6","-1",0.630051128259808,"-1",0.868110663527492,"-1",0.950826780262006,"-1",0.887513716577372,"-1",0.880797077977882,"-1",1,"-1",0.965,"-1",0.67685235880278,"-1",0.62573385518591,"on july 5, 1945, in biloxi, mississippi, billie jean scott married leon f. wiggins, who survives, along with two daughters, jonnie lou wiggins, of south bend, and leslie jo (dean) cowles, of denver, in, two sons, dr."
"7","-1",0.511480709810731,"-1",0.587869083087402,"5",0.529206449885194,"-1",0.718681788635195,"-1",0.5,"-1",1,"-1",0.505,"1",0.721295352030083,"-1",0.62573385518591,"rick alan (georgie) wiggins, of princeton, ontario, and jack dale wiggins, of south bend, five grandchildren, and several great-grandchildren. """"we all loved her."""" private burial wil be held monday, june 15th, at mt. plesant cemetery."
"8","-1",0.658121670243316,"-1",0.855497470668711,"-1",0.93566737352335,"-1",0.88588984740735,"-1",0.880797077977882,"-1",1,"-1",1,"-1",0.676868801507765,"-1",0.62573385518591,"in lieu of flowers, contributions may be made to your favorite charity."
"9","-1",0.625980874776735,"-1",0.612277462853147,"-1",0.799593088774755,"-1",0.756503147180282,"-1",0.5,"-1",1,"-1",0.94,"-1",0.676868801507765,"-1",0.62573385518591,"family and friends may leave e-mail condolences at www. welsheimer."
"10","-1",0.640354473336809,"-1",0.831203800501915,"-1",0.945520533727323,"-1",0.847961250391524,"-1",0.880797077977882,"-1",0.92,"-1",0.82,"-1",0.676868801507765,"-1",0.62573385518591,"comcharitable donations may be made in billie 's memory to the following organization:donors choice."
