"","SVM_LABEL","SVM_PROB","GLMNET_LABEL","GLMNET_PROB","MAXENTROPY_LABEL","MAXENTROPY_PROB","SLDA_LABEL","SLDA_PROB","LOGITBOOST_LABEL","LOGITBOOST_PROB","BAGGING_LABEL","BAGGING_PROB","FORESTS_LABEL","FORESTS_PROB","NNETWORK_LABEL","NNETWORK_PROB","TREE_LABEL","TREE_PROB","sentence"
"1","-1",0.588688985261389,"-1",0.505001771702243,"5",0.640176333900697,"5",0.509377795332746,"-1",0.5,"5",0.56,"5",0.505,"-1",0.523940187512024,"-1",0.62573385518591,"in memory of tommy glyen jackson -- johnson funeral home| in memoriam of tommy glyen jackson facts."
"2","-1",0.635501123077402,"-1",0.588492489216177,"-1",0.531209048323718,"-1",0.61042030860397,"-1",0.5,"-1",1,"-1",1,"-1",0.676868801507765,"-1",0.62573385518591,"born: june 17, 1936."
"3","-1",0.631018757411958,"-1",0.620608420943009,"-1",0.691633862036367,"-1",0.71329114480728,"-1",0.5,"-1",1,"-1",0.895,"-1",0.676868801507765,"-1",0.62573385518591,"death: june 11, 2015 send card."
"4","-1",0.626375975331798,"-1",0.620608420943009,"5",0.2,"-1",0.642899968226011,"-1",0.5,"-1",1,"-1",1,"-1",0.588214946078191,"-1",0.62573385518591,"tommy glyen jackson."
"5","-1",0.626375975331798,"-1",0.620608420943009,"5",0.2,"-1",0.642899968226011,"-1",0.5,"-1",1,"-1",1,"-1",0.588214946078191,"-1",0.62573385518591,"june 17, 1936 - june 11, 2015."
"6","-1",0.634765484979838,"-1",0.588492489216177,"5",0.708545734523747,"-1",0.555293552293301,"-1",0.5,"-1",0.96,"-1",0.63,"-1",0.676868801507765,"-1",0.62573385518591,"tommy was born in lake charles, louisiana on june 17, 1936 to charles and martha irby."
"7","-1",0.609703071689075,"-1",0.659165627121173,"-1",0.568663235558203,"-1",0.566243552034682,"-1",0.5,"-1",0.88,"-1",0.795,"-1",0.676868801507765,"-1",0.62573385518591,"tom's father passed when he was 3 months old and martha remarried leo jackson, who adopted tom. he was preceded to heaven by all his parents, his son victor and his niece charmaine clement emmons."
"8","-1",0.613697724197244,"-1",0.641587058532222,"-1",0.601349214622854,"-1",0.695666792574722,"-1",0.5,"-1",0.76,"-1",0.7,"-1",0.676861400965948,"-1",0.62573385518591,"he leaves to honor his memory, his wife of 60 years, regina guidry jackson, their daughters, kym cowart and kathryn lindsay."
"9","-1",0.63335799563117,"-1",0.664074034841586,"-1",0.626610725636462,"-1",0.711377941363203,"-1",0.5,"-1",1,"-1",0.955,"-1",0.676868801507765,"-1",0.62573385518591,"kathryns husband curt and their children, jackson and claudette."
"10","-1",0.631326598379424,"-1",0.681807687987957,"-1",0.842667394358657,"-1",0.803158875315912,"-1",0.5,"-1",1,"-1",0.95,"-1",0.676868801507765,"-1",0.62573385518591,"their granddaughter, victors daughter, kelsey lowery and her husband chris and their son carter, plus one due in december! he is also survived by his sister, susan clement newman and her son chad clement."
"11","5",0.338112175574962,"-1",0.449871645527694,"2",0.941078533019716,"-1",0.625823518159953,"-1",0.5,"2",0.96,"2",0.905,"5",0.414551509927064,"2",0.736842105263158,"tom graduated la."
"12","-1",0.623586827327475,"-1",0.656624211507686,"-1",0.507425339217207,"-1",0.669578197495129,"5",0.5,"-1",0.96,"-1",0.74,"-1",0.608442846482596,"-1",0.62573385518591,"grange high, class of 1955. he was class president with many other accomplishments and titles that year as well."
"13","-1",0.622507814261984,"-1",0.689488319366155,"-1",0.961389320759832,"-1",0.854774612761624,"-1",0.880797077977882,"5",0.52,"-1",0.66,"-1",0.676868801507765,"-1",0.62573385518591,"tom worked for louisiana power & light from 1956-1957 in monroe, la, where his son victor was born. he was a sales engineer for gm diesel from 1957-1961 in new orleans, la, where his daughter kym was born. he then became an agent for new york life from 1961-1964 in lafayette, la, where his last child and daughter kathryn was born. he was promoted to assistant manager at new york life in 1964 and moved the family to oklahoma city, ok. he continued in this position until 1974. he was awarded presidents club membership in 1975."
"14","-1",0.628095477744,"-1",0.620608420943009,"-1",0.641140697418632,"-1",0.698782381117146,"-1",0.5,"-1",1,"-1",0.77,"-1",0.676841358645955,"-1",0.62573385518591,"tom had caught the photography bug early on and when he and regina moved to okc, he put a darkroom in the garage."
"15","-1",0.624826779863986,"-1",0.665596509310867,"1",0.899622283746436,"-1",0.658027517234849,"-1",0.5,"-1",1,"-1",0.97,"-1",0.66791463336285,"-1",0.62573385518591,"from there, he created the pictureman, which was the name he was known by for most of his adult life. he took team pictures and action shots for little league sports and several schools."
"16","-1",0.61522010257725,"-1",0.630743592860265,"-1",0.64292014091076,"-1",0.736274990036931,"-1",0.5,"-1",1,"-1",0.955,"-1",0.605690544917943,"-1",0.62573385518591,"it grew into a business that let him leave new york life and be the pictureman full time."
"17","-1",0.621914436032022,"-1",0.620215692172998,"1",0.999852999850827,"-1",0.64337363130366,"-1",0.5,"-1",1,"-1",0.935,"1",0.718685620897891,"-1",0.62573385518591,"he was now a professional photographer."
"18","-1",0.632972062730201,"-1",0.651020005758332,"3",0.470591284268604,"-1",0.762814946972939,"-1",0.5,"-1",1,"-1",0.945,"-1",0.639213150717104,"-1",0.62573385518591,"tom established pro photo lab, inc. in 1974 and was president and owner for 28 years."
"19","-1",0.631364322783568,"-1",0.620608420943009,"3",0.582675538458868,"-1",0.669849386508733,"-1",0.5,"-1",1,"-1",0.92,"1",0.609178338004953,"-1",0.62573385518591,"he marketed products in arkansas, texas, oklahoma and kansas."
"20","-1",0.626375975331798,"-1",0.620608420943009,"5",0.2,"-1",0.642899968226011,"-1",0.5,"-1",1,"-1",1,"-1",0.588214946078191,"-1",0.62573385518591,"his client list included phillips petroleum, kerr- mc."
"21","-1",0.636718022113909,"-1",0.657687970449722,"2",0.861467135773767,"-1",0.716092208958024,"-1",0.5,"-1",0.96,"-1",0.945,"5",0.358986802427844,"-1",0.62573385518591,"gee, zebco, pradco, bass pro, braums and all the major tv stations in oklahoma city; some clients in texas, too many to list . in 2002, he sold pro photo and retiredwell he triedso he rekindled the pictureman, and was active from 2002-2012."
"22","-1",0.626375975331798,"-1",0.620608420943009,"5",0.2,"-1",0.642899968226011,"-1",0.5,"-1",1,"-1",1,"-1",0.588214946078191,"-1",0.62573385518591,"taking over 325 teams per year. in 2012 he established himself as tom jackson photography."
"23","-1",0.633218034754345,"-1",0.59628647995052,"-1",0.539491356095425,"-1",0.647849496667278,"-1",0.5,"-1",0.88,"-1",0.8,"-1",0.676350737755633,"-1",0.62573385518591,"commercial photography was less cumbersome and remember he had retired! by 2014 age and illness had slowed him down and he decided to put the lens cap on the camera and turn off the flash."
"24","-1",0.626094294655194,"-1",0.620608420943009,"-1",0.399612133253862,"-1",0.634652286558712,"-1",0.5,"-1",0.92,"5",0.68,"-1",0.522829335395826,"-1",0.62573385518591,"he took it easy until god called him home on june 11, 2015."
"25","1",0.510716331670933,"1",0.38596785575797,"5",0.651015614126027,"5",0.389365454388278,"1",0.880797077977882,"5",0.6,"1",0.54,"1",0.721295352030083,"1",0.464406779661017,"graveside services will be at 2:00 pm tuesday, june 16, 2015 at consolata cemetery under the direction of johnson funeral home."
"26","-1",0.586770234175111,"-1",0.516956676311493,"5",0.545672274886048,"-1",0.622757263090966,"5",0.5,"-1",0.96,"-1",0.84,"1",0.721295352030083,"1",0.464406779661017,"deacon harold nixon will officiate."
"27","-1",0.599113262641027,"-1",0.486030803377176,"1",0.651692713782663,"-1",0.63287126141157,"5",0.5,"-1",0.68,"-1",0.765,"1",0.721295352030083,"1",0.464406779661017,"interment will follow."
"28","5",0.414971074382654,"-1",0.37726359016802,"1",0.825464718978477,"5",0.502706461219293,"1",0.5,"1",1,"1",0.44,"1",0.721295352030083,"1",0.464406779661017,"visitation monday will be from 5:00 pm until 7:00 pm in the funeral home."
