"","SVM_LABEL","SVM_PROB","GLMNET_LABEL","GLMNET_PROB","MAXENTROPY_LABEL","MAXENTROPY_PROB","SLDA_LABEL","SLDA_PROB","LOGITBOOST_LABEL","LOGITBOOST_PROB","BAGGING_LABEL","BAGGING_PROB","FORESTS_LABEL","FORESTS_PROB","NNETWORK_LABEL","NNETWORK_PROB","TREE_LABEL","TREE_PROB","sentence"
"1","-1",0.629677680904955,"-1",0.556663312077805,"5",0.582754462312216,"5",0.563042573985551,"-1",0.5,"-1",0.72,"-1",0.575,"-1",0.676868181659255,"-1",0.62573385518591,"| elizabeth cordiner sweitzer jerger 1920-2015 elizabeth bette jerger died peacefully at broad creek care center on june 12, just two months after the passing of her beloved husband, edward jerger."
"2","-1",0.638967081673511,"-1",0.739609944764885,"-1",0.916217473796921,"-1",0.797008918727301,"-1",0.5,"-1",0.96,"-1",0.895,"-1",0.676868801507765,"-1",0.62573385518591,"she is also preceded in death by her cherished first husband, william sweitzer (1975), and her sister, tessa stang (1994)."
"3","-1",0.62939261936737,"-1",0.626470231432723,"-1",0.640945630930727,"-1",0.622070727767861,"-1",0.5,"-1",0.8,"-1",0.765,"-1",0.676868349434838,"-1",0.62573385518591,"bettes life began in fraserburgh, scotland, march 27, 1920, daughter of james and elizabeth (noble) cordiner."
"4","-1",0.623704435128374,"-1",0.605187291460001,"-1",0.810476025698208,"2",0.990670249880892,"-1",0.119202922022118,"-1",0.84,"-1",0.62,"-1",0.676868801507765,"2",0.446700507614213,"in 1925, the family moved to chicago where bette would eventually meet and marry austin high school sweetheart, bill sweitzer, in 1941."
"5","-1",0.622744673316106,"-1",0.869276100012862,"-1",0.984923864602789,"-1",0.900601147249451,"-1",0.880797077977882,"-1",0.96,"-1",0.87,"-1",0.676868411485532,"-1",0.62573385518591,"after the war, the young family settled down in south bend, indiana, where they raised three children, and bette eventually went to work for the university of notre dame. it was at notre dame in 1982, that bette, now widowed, met and married her boss, ed jerger, dean of engineering."
"6","-1",0.634963538584935,"-1",0.686628120481455,"-1",0.715582117448805,"-1",0.77205718969281,"-1",0.5,"-1",1,"-1",0.995,"-1",0.67626301286766,"-1",0.62573385518591,"the couple spent many years in london where ed supervised the universitys summer abroad program."
"7","-1",0.626375975331798,"-1",0.620608420943009,"5",0.2,"-1",0.642899968226011,"-1",0.5,"-1",1,"-1",1,"-1",0.588214946078191,"-1",0.62573385518591,"it was there that bette discovered her talent for watercolor painting."
"8","-1",0.632008939133541,"-1",0.657687970449722,"-1",0.621049002816889,"-1",0.691177226071729,"-1",0.5,"-1",0.96,"-1",0.945,"-1",0.660171928290454,"-1",0.62573385518591,"her many beautiful and expressive works have been featured in shows at sun city, bluffton, and tide."
"9","-1",0.626375975331798,"-1",0.620608420943009,"5",0.2,"-1",0.642899968226011,"-1",0.5,"-1",1,"-1",1,"-1",0.588214946078191,"-1",0.62573385518591,"pointe."
"10","-1",0.608748785556195,"-1",0.703714636010543,"-1",0.634178102256986,"-1",0.683438892252453,"-1",0.5,"5",0.84,"-1",0.685,"-1",0.62800004497812,"1",0.464406779661017,"bette will be forever loved and remembered by her children: jean (sweitzer) jackson of west lafayette, indiana; james (catherine) sweitzer of oak park, illinois; and william (elizabeth) sweitzer of indianapolis, indiana; as well as her eight grandchildren: renee (chris) sullivan; todd (peggy) jackson; sandra (rodney) scott; charles (jessie petrick) sweitzer; alexandra (aaron) rose; matthew (lavender) sweitzer; claire sweitzer; and noah sweitzer."
"11","-1",0.636066609483186,"-1",0.703008250844444,"-1",0.703585124575081,"-1",0.797027753964854,"-1",0.5,"-1",1,"-1",0.855,"-1",0.676868801507765,"-1",0.62573385518591,"she also leaves nine great-grandchildren and two stepdaughters, barbara smyth and betty murphy and their children."
"12","1",0.768735913243238,"1",0.498355691716345,"1",0.718256060081456,"1",0.945802163143021,"1",0.5,"1",0.68,"1",0.625,"1",0.721295352030083,"1",0.464406779661017,"graveside service will be for family only at st. joseph valley memorial park, granger, indiana."
"13","1",0.534946500634466,"1",0.352595573598979,"1",0.734762159821143,"5",0.463014343908663,"1",0.5,"1",0.64,"1",0.545,"1",0.721276149979779,"1",0.464406779661017,"a memorial exhibit of bettes paintings will be planned for a later date."
"14","-1",0.643859033524439,"-1",0.845691529260965,"-1",0.809491583736039,"-1",0.840703044382693,"-1",0.880797077977882,"-1",1,"-1",0.98,"-1",0.676868801507765,"-1",0.62573385518591,"memorial gifts may be made to hospice care of the lowcountry, hilton head."
"15","-1",0.571323853947738,"-1",0.549084160048422,"-1",0.761656385098287,"-1",0.600682588190341,"-1",0.5,"-1",0.76,"-1",0.6,"-1",0.676868801507765,"-1",0.62573385518591,"welsheimer family funeral home assisted the family with local arrangements."
"16","-1",0.625980874776735,"-1",0.612277462853147,"-1",0.799593088774755,"-1",0.756503147180282,"-1",0.5,"-1",1,"-1",0.94,"-1",0.676868801507765,"-1",0.62573385518591,"family and friends may leave e-mail condolences at www. welsheimer."
"17","-1",0.626375975331798,"-1",0.620608420943009,"5",0.2,"-1",0.642899968226011,"-1",0.5,"-1",1,"-1",1,"-1",0.588214946078191,"-1",0.62573385518591,"com."
"18","-1",0.641330454367679,"-1",0.831203800501915,"-1",0.943478043772002,"-1",0.850262591907839,"-1",0.880797077977882,"-1",0.92,"-1",0.82,"-1",0.676868801507765,"-1",0.62573385518591,"charitable donations may be made in elizabeth's memory to the following organization:hospice care of the lowcountry hilton head."
