"","SVM_LABEL","SVM_PROB","GLMNET_LABEL","GLMNET_PROB","MAXENTROPY_LABEL","MAXENTROPY_PROB","SLDA_LABEL","SLDA_PROB","LOGITBOOST_LABEL","LOGITBOOST_PROB","BAGGING_LABEL","BAGGING_PROB","FORESTS_LABEL","FORESTS_PROB","NNETWORK_LABEL","NNETWORK_PROB","TREE_LABEL","TREE_PROB","sentence"
"1","-1",0.60852217314756,"-1",0.542862907068919,"-1",0.54017566142078,"5",0.521106287758424,"-1",0.5,"-1",0.72,"5",0.545,"-1",0.676868801507765,"-1",0.62573385518591,"in memory of doris breading| first: last: born: october 11, 1914."
"2","-1",0.628882492599461,"-1",0.620608420943009,"-1",0.546238694283892,"-1",0.684757663233407,"-1",0.5,"-1",1,"-1",0.905,"-1",0.676221976107145,"-1",0.62573385518591,"death: june 10, 2015."
"3","-1",0.618484877723778,"-1",0.529097703532699,"5",0.571950351012868,"-1",0.501917016179019,"-1",0.5,"-1",0.68,"-1",0.545,"-1",0.676752500335318,"-1",0.62573385518591,"this memorial provided by:titus funeral homewarsaw, in doris breading."
"4","-1",0.632118442857486,"-1",0.571489003336612,"-1",0.506576662348288,"-1",0.574152986888224,"-1",0.5,"-1",0.96,"-1",0.93,"-1",0.662856526569217,"-1",0.62573385518591,"october 11, 1914 - june 10, 2015 doris m. breading, 100, passed away wednesday, june 10, 2015 at 3:45 pm in mason healthcare, warsaw, indiana."
"5","-1",0.635461997922476,"-1",0.588492489216177,"-1",0.568797979720196,"-1",0.641519687122201,"-1",0.5,"-1",1,"-1",0.88,"-1",0.676868694403806,"-1",0.62573385518591,"doris was born in burket, indiana on october 11, 1914 to glen and ethel (davis) hatfield."
"6","-1",0.633269695293569,"-1",0.620608420943009,"-1",0.720360849890963,"-1",0.744708126326311,"-1",0.5,"-1",1,"-1",0.94,"-1",0.676868801507765,"-1",0.62573385518591,"the family moved to warsaw in 1915."
"7","2",0.767416824797567,"2",0.460392473842052,"2",0.865240703772571,"2",0.999978961155289,"2",0.880797077977882,"2",0.6,"2",0.955,"5",0.346983024282007,"2",0.446700507614213,"she was a 1933 warsaw high school graduate and was a gaa honor girl."
"8","-1",0.628103856895558,"-1",0.620608420943009,"5",0.47985228138484,"-1",0.61805809691709,"-1",0.5,"-1",0.96,"-1",0.54,"-1",0.564423812940913,"-1",0.62573385518591,"on november 21, 1938 doris became the bride of robert l. bob breading, jr. in warsaw."
"9","-1",0.615069240480609,"-1",0.598972189144798,"1",0.475833298022511,"-1",0.599161870996134,"-1",0.5,"-1",1,"-1",0.815,"5",0.376117030554629,"-1",0.62573385518591,"doris and bob owned service electric."
"10","-1",0.626375975331798,"-1",0.620608420943009,"5",0.2,"-1",0.642899968226011,"-1",0.5,"-1",1,"-1",1,"-1",0.588214946078191,"-1",0.62573385518591,"doris was its temporary bookkeeper for whom a replacement was never found."
"11","-1",0.63453548617081,"-1",0.651020005758332,"5",0.608044504361742,"-1",0.747488354511913,"-1",0.5,"-1",0.88,"-1",0.745,"-1",0.676704943153934,"-1",0.62573385518591,"her last day of work was may 29th 12 days before her death for a grand total of 71 years."
"12","-1",0.633862647959704,"-1",0.685844666993856,"-1",0.745531785239719,"-1",0.693695393590918,"-1",0.880797077977882,"-1",0.96,"-1",0.94,"-1",0.624825588600545,"-1",0.62573385518591,"she was an active member of first united methodist church, warsaw, delta theta tau sorority and warsaw arts and crafts."
"13","-1",0.626375975331798,"-1",0.620608420943009,"5",0.2,"-1",0.642899968226011,"-1",0.5,"-1",1,"-1",1,"-1",0.588214946078191,"-1",0.62573385518591,"her hobbies included sewing, crafts, bowling and going to auctions and garage sales."
