"","SVM_LABEL","SVM_PROB","GLMNET_LABEL","GLMNET_PROB","MAXENTROPY_LABEL","MAXENTROPY_PROB","SLDA_LABEL","SLDA_PROB","LOGITBOOST_LABEL","LOGITBOOST_PROB","BAGGING_LABEL","BAGGING_PROB","FORESTS_LABEL","FORESTS_PROB","NNETWORK_LABEL","NNETWORK_PROB","TREE_LABEL","TREE_PROB","sentence"
"1","-1",0.596465795307254,"5",0.488124871123965,"5",0.532770557111357,"5",0.567781611191246,"-1",0.5,"-1",0.52,"-1",0.525,"-1",0.676868801507765,"-1",0.62573385518591,"in memory of dick cappleman -- thompson's harveson & cole funeral home| first: last: born: april 19, 1933."
"2","-1",0.628882492599461,"-1",0.620608420943009,"-1",0.546238694283892,"-1",0.684757663233407,"-1",0.5,"-1",1,"-1",0.905,"-1",0.676221976107145,"-1",0.62573385518591,"death: june 11, 2015."
"3","-1",0.653225821139265,"-1",0.845691529260965,"3",0.512035759873899,"-1",0.923865809384696,"-1",0.880797077977882,"-1",1,"-1",0.97,"-1",0.676868801507765,"-1",0.62573385518591,"memorial donations may be made to: lighthouse for the blind, 912 w. broadway, fort worth, texas 76104."
"4","-1",0.632478422839474,"-1",0.620608420943009,"3",0.99803295315908,"-1",0.795310056050838,"-1",0.5,"-1",1,"-1",0.835,"1",0.556581286559413,"-1",0.62573385518591,"leukemia & lymphoma society, 1300 summit avenue, fort worth, texas 76102."
"5","-1",0.618484877723778,"-1",0.529097703532699,"5",0.571950351012868,"-1",0.501917016179019,"-1",0.5,"-1",0.68,"-1",0.545,"-1",0.676752500335318,"-1",0.62573385518591,"this memorial provided by:thompson's harveson & cole funeral homefort worth, tx dick cappleman."
"6","-1",0.629403812995877,"-1",0.620608420943009,"-1",0.649629577750859,"-1",0.673415160826025,"-1",0.5,"-1",1,"-1",1,"-1",0.676868464727278,"-1",0.62573385518591,"april 19, 1933 - june 11, 2015 send card."
"7","-1",0.632118442857486,"-1",0.571489003336612,"-1",0.506576662348288,"-1",0.574152986888224,"-1",0.5,"-1",0.96,"-1",0.93,"-1",0.662856526569217,"-1",0.62573385518591,"dick cappleman, 82, passed away thursday, june 11, 2015."
"8","-1",0.541212332298681,"-1",0.526821204449485,"1",0.789010668523718,"-1",0.661723354720336,"-1",0.5,"-1",0.52,"1",0.37,"5",0.477683768135797,"-1",0.62573385518591,"graveside service: 9:30 a. m. tuesday at the dallas fort worth national cemetery."
"9","-1",0.580970994118129,"-1",0.543147291750505,"1",0.675354640166817,"-1",0.569773196323799,"-1",0.5,"-1",0.4,"-1",0.375,"5",0.445627498724574,"1",0.552631578947368,"visitation: 5-7 p. m. sunday at thompson's harveson & cole funeral home."
"10","-1",0.635596587491187,"-1",0.612277462853147,"3",0.99994839231411,"-1",0.909316603678059,"-1",0.5,"-1",1,"-1",0.785,"5",0.451317686052896,"-1",0.62573385518591,"memorials: should friends desire, memorials in lieu of flowers may be given to lighthouse for the blind, 912 w. broadway, fort worth, texas 76104 or to the leukemia & lymphoma society, 1300 summit avenue, fort worth, texas 76102."
"11","-1",0.603709749295921,"2",0.585325552652806,"5",0.519085718673487,"2",0.999999983688385,"2",0.5,"-1",1,"2",0.445,"-1",0.676628219618457,"2",0.446700507614213,"richard alfred cappleman jr. was born april 19, 1933 in sherman, son of francis richardson and richard a. cappleman sr. he graduated from sherman high school and attended tcu from which he received a certificate in ranch management."
"12","-1",0.628273468013766,"-1",0.620608420943009,"-1",0.517488496114352,"-1",0.622320900293385,"-1",0.5,"-1",1,"-1",0.955,"-1",0.674434227193887,"-1",0.62573385518591,"dick was employed as a railroad clerk beginning with the frisco railroad and through its acquisition by burlington northern."
"13","-1",0.632844681976691,"-1",0.651020005758332,"-1",0.594458441436289,"-1",0.763479636686821,"-1",0.5,"-1",1,"-1",0.965,"-1",0.676316351333738,"-1",0.62573385518591,"he retired after 35 years with the railroad."
"14","-1",0.577572160204318,"5",0.549405690237995,"1",0.532481648529064,"-1",0.605675120623599,"5",0.5,"-1",0.96,"-1",0.5,"1",0.721274195985734,"-1",0.62573385518591,"dick was an amateur photographer who held various shows in the stockyards. he has photographs displayed at the tarrant county courthouse and numerous businesses around the city."
"15","-1",0.634986854822013,"-1",0.703449966792826,"-1",0.727245059157602,"-1",0.769373806753359,"-1",0.5,"-1",1,"-1",0.99,"-1",0.676868801507765,"-1",0.62573385518591,"dick was preceded in death by his parents; his son, kurt; and sister, iris cappleman."
"16","-1",0.636292522093401,"-1",0.704887376040006,"-1",0.805413758794092,"-1",0.81051308826942,"-1",0.5,"-1",1,"-1",0.905,"-1",0.676868801507765,"-1",0.62573385518591,"survivors: wife of 55 years, jean cappleman; daughter, carrol oliphint; grandson, danny myall and wife, lu."
"17","-1",0.630143892579714,"-1",0.665596509310867,"-1",0.785386782921264,"-1",0.717606019912195,"-1",0.5,"-1",0.92,"-1",0.945,"5",0.417036315202453,"-1",0.62573385518591,"ann; great granson, wyatt myall; sister, joann butler; niece, lisa butler and several cousins."
