"","SVM_LABEL","SVM_PROB","GLMNET_LABEL","GLMNET_PROB","MAXENTROPY_LABEL","MAXENTROPY_PROB","SLDA_LABEL","SLDA_PROB","LOGITBOOST_LABEL","LOGITBOOST_PROB","BAGGING_LABEL","BAGGING_PROB","FORESTS_LABEL","FORESTS_PROB","NNETWORK_LABEL","NNETWORK_PROB","TREE_LABEL","TREE_PROB","sentence"
"1","-1",0.593601343913147,"-1",0.515938116523379,"5",0.62649003038347,"5",0.541981137269283,"-1",0.5,"-1",0.6,"-1",0.54,"5",0.437363174401423,"-1",0.62573385518591,"in memory of william lee gibson -- johnson funeral home| william lee gibson."
"2","-1",0.624889559912145,"-1",0.610327072264191,"-1",0.504096632747458,"-1",0.607579734204009,"-1",0.5,"-1",0.88,"-1",0.535,"-1",0.559664394741669,"-1",0.62573385518591,"december 23, 1968 - june 9, 2015 facts."
"3","-1",0.635501123077402,"-1",0.588492489216177,"-1",0.531209048323718,"-1",0.61042030860397,"-1",0.5,"-1",1,"-1",1,"-1",0.676868801507765,"-1",0.62573385518591,"born: december 23, 1968."
"4","-1",0.630164037567588,"-1",0.620608420943009,"-1",0.659653281897058,"-1",0.628853033746846,"-1",0.5,"-1",1,"-1",0.91,"-1",0.676180346138937,"-1",0.62573385518591,"death: june 9, 2015 biography."
"5","-1",0.615650454854087,"-1",0.554403334942949,"5",0.705289024378575,"5",0.551197312263116,"-1",0.5,"-1",0.88,"-1",0.56,"-1",0.666551392198707,"-1",0.62573385518591,"william lee gibson passed away on june 9, 2015 at lake charles memorial hospital."
"6","-1",0.634289318695667,"-1",0.620608420943009,"-1",0.531557992926949,"-1",0.577411348817058,"-1",0.5,"-1",0.88,"-1",0.635,"-1",0.676868801507765,"-1",0.62573385518591,"he is survived by his loving parents faye and james mc."
"7","-1",0.619641136363712,"-1",0.620608420943009,"5",0.858740127722816,"-1",0.50578325078873,"-1",0.5,"-1",0.92,"-1",0.64,"-1",0.633920915626689,"-1",0.62573385518591,"gee, and john and laura gibson, all of lake charles; his son, ian gibson of lake charles; his brother john bo gibson jr."
"8","-1",0.642896657194198,"-1",0.662552752100652,"5",0.501295701494195,"-1",0.749544955697303,"-1",0.5,"-1",0.92,"-1",0.85,"-1",0.676868801507765,"-1",0.62573385518591,", and wife, kayla, of sulphur; sister, susan gibson of lake charles; and brother cameron gibson of lake charles. he is also survived by his biggest fans, niece daryan gibson, and nephews jack, joe, and jud gibson."
"9","-1",0.634891488420712,"-1",0.716792693443152,"-1",0.888989358025079,"-1",0.810348997572383,"-1",0.5,"-1",0.96,"-1",0.94,"-1",0.676868717968871,"-1",0.62573385518591,"he was preceded in death by his maternal grandparents, minas and mary meaux; paternal grandparents, bill and tessie gibson; and one sister, heidi nicole gibson."
"10","1",0.657119513335593,"1",0.839752036864224,"1",0.575245608419231,"1",0.999381160935426,"1",0.880797077977882,"1",1,"1",0.775,"1",0.721295352030083,"1",0.977859778597786,"according to his wishes there will be no funeral, but a celebration of life ceremony will be held at faye and james mc."
"11","-1",0.618342452397594,"-1",0.612277462853147,"5",0.454013502622152,"-1",0.627518184557857,"-1",0.5,"-1",0.96,"-1",0.595,"-1",0.676793004161204,"-1",0.62573385518591,"gees home at 4394 bayou bay dr., lake charles, on saturday, june 13th at 2:00 p. m. all friends and family are encouraged to attend."
"12","-1",0.63069185380567,"-1",0.685844666993856,"-1",0.713648852749806,"-1",0.700758526845598,"-1",0.880797077977882,"-1",1,"-1",0.99,"-1",0.640908746447916,"-1",0.62573385518591,"lee was a lifelong enthusiast and staff member of the kerrville folk music festival."
"13","-1",0.634087709971288,"-1",0.780914648914335,"-1",0.936335132781533,"-1",0.840218919699548,"-1",0.880797077977882,"-1",1,"-1",0.99,"-1",0.676868801507765,"-1",0.62573385518591,"he enjoyed hunting and fishing, motorcycle riding, and spending time with his many friends, family members, and godchildren."
